	('f17c9d1bb311448fbc5a0ccf1ecd8ac1550b0db930b54633ac6176071d10869c','导航页','6c6de425cea2419ba1d8bd6b0fd8b4ff2e9b0e2f72a64c178b145aa41de71e6b','ouu',0,NULL,'admin','2017-01-09 06:04:52.0','admin','2017-01-09 06:04:52.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d5fa2e16df74440fb84e0fcf6f963e0845aeafde79ee425ca325524f74f99bf4','基地管理','aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','好的',1,NULL,'admin','2017-01-09 09:25:01.0','admin','2017-01-09 09:25:01.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('940e01aacb5a455985c1fc218c838697c4b209f2d96340bcaf210ea9132bd080','a','cc45309f7c894d7487f283123cdc50d2666f05122fb946e0970a08824ec5af7d','咿呀咿呀哟',11,NULL,'admin','2017-01-12 09:45:18.0','admin','2017-01-12 16:33:32.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('c12e42aa91be4b49a1d6b85518a728c399eccc5cdf124fe0bc5109ce128875ca','WW','79880830ae614fb79ef5b916da7e304917f3f3b07ecc42e0ac629477efdf54cc','保存',0,NULL,NULL,'2016-11-04 10:57:50.0','admin','2016-11-04 14:55:55.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('ef967a436e3c4f988823a34c71f9554babc9043251fd4afea8b6f5c00d15fb25','adf','015016427de44c019eb35ea7f3c3b9ea91fe3937ef9f45bd81287d008c570416','我很菜',0,NULL,'admin','2016-11-04 16:19:23.0','admin','2016-11-04 16:20:06.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('0cec9b2962564ec08a8ce79aca3d9bb109980dbafb0b4b8b891ce7832e4d07d4','adf','b8489dc2963a442fae9598ffbc0e3cc8f213225df30149159013180c2c251715','资源',1,NULL,'admin','2016-11-04 16:21:23.0','admin','2016-11-04 16:21:23.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7e45944a58fc4c8c8265063b2040ca9f11fbdd1e3e8242e9a53ef2e9e4c2fcf1','N5','9e24d97259114a59bfc631881dbb8981ed9bd9504cfc423bb401ef9ffe127389','121',0,NULL,'admin','2016-11-04 16:31:53.0','admin','2016-11-04 16:32:02.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('76f175251ccc489ab15fb4160009e28350bc2f22edb94aa08afd953fb1197fbf','N5','9e24d97259114a59bfc631881dbb8981ed9bd9504cfc423bb401ef9ffe127389','121',0,NULL,'admin','2016-11-04 16:37:42.0','admin','2016-11-08 14:16:07.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('cf644a0d5f884b5b8629fe567e1d863b1bef1c6c6cde4569874e96b47891b484','adf','b8489dc2963a442fae9598ffbc0e3cc8f213225df30149159013180c2c251715','121',0,NULL,'admin','2016-11-04 16:37:50.0','admin','2016-11-04 16:39:23.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('cdc556af3f5d494d96ddd98d2275de3b58175b35d47848b5b69b2601e894d8cb','阿凡达是的','ca50c2a8eeea40b5ab0e69ccbcfa1b466ebbc95b3d524c979c11a7c974f0a7c4','11',11,NULL,'admin','2016-11-07 16:24:25.0','admin','2016-11-08 14:16:03.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('6789d717b5d348ab8e7238e9490e33ad3f0efb83679546e1ad12c4cbdfb0145d','阿凡达是的','ca50c2a8eeea40b5ab0e69ccbcfa1b466ebbc95b3d524c979c11a7c974f0a7c4','11',11,NULL,'admin','2016-11-07 16:24:25.0','admin','2016-11-09 15:01:41.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('db6e7a74fb4a4aef8626fdace57849249a8da6fc452947ef98d399401b6205c9','阿凡达是的','f16e6b6fc43848a69ebaf771c0d6b096c092c0049afa4851a2c33340ba6d6792','123',0,NULL,'admin','2016-11-16 10:30:14.0','admin','2016-11-18 15:23:39.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('513f0d42327242bd82d93627bc0d66eaff027d323cd04ea0816e3424d1000095','输入法','f0e1020dcc47476f8a834b6e3abd4f10323b0a58f3a447319d10eca9988250a3','哪个删了我的数据，我要测试一哈',1,NULL,'admin','2017-01-13 16:08:03.0','admin','2017-01-15 01:47:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('3ee4c44dd7c9415c85c64421f3ba953ce72733e269fa4cd3a2d18c8effb90620','导航页','6c6de425cea2419ba1d8bd6b0fd8b4ff2e9b0e2f72a64c178b145aa41de71e6b','买电器上京东  京东',1,NULL,'admin','2017-01-16 09:44:23.0','admin','2017-01-15 01:46:59.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('2e42a47d83234d469cf247b6a70e6d6e0b4cb5dce365467b98ea824b00f9b4dc','你好cs','e59ea83b57b54136946266703b0202acc6dbbb5b49fd494986220bbcd7a06f92','123',12,NULL,'admin','2017-01-20 10:52:05.0','admin','2017-01-20 10:52:05.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL))
  (rows 74))

(tabledump 'T_DGAP_ALERT_LOG'
  (file-encoding 'UTF-8')
  (dump-version 1 1)
  (henplus-version '0.9.5')
  (time '2017-01-20 13:58:17.122')
  (database-info 'Oracle - Oracle Database 11g Enterprise Edition Release 11.2.0.1.0 - 64bit Production
With the Partitioning, OLAP, Data Mining and Real Application Testing options')
  (meta ('ID',     'ALERT_CONFIG_ID', 'TARGET_ID', 'DESCRIPTION', 'ALERT_DATE', 'SOLVE_DATE', 'SOLVE_USER_ID', 'SOLVE_STATUS', 'CREATE_BY', 'CREATE_TIME', 'UPDATE_BY', 'UPDATE_TIME', 'DEL_FLAG', 'RESERVED_FIELD1', 'RESERVED_FIELD2', 'RESERVED_FIELD3', 'RESERVED_FIELD4', 'RESERVED_FIELD5', 'RESERVED_FIELD6', 'RESERVED_FIELD7', 'RESERVED_FIELD8', 'RESERVED_FIELD9', 'RESERVED_FIELD10', 'RESERVED_FIELD11', 'RESERVED_FIELD12', 'RESERVED_FIELD13', 'RESERVED_FIELD14', 'RESERVED_FIELD15', 'RESERVED_FIELD16', 'RESERVED_FIELD17', 'RESERVED_FIELD18', 'RESERVED_FIELD19', 'RESERVED_FIELD20')
	('STRING', 'STRING',          'STRING',    'STRING',      'TIMESTAMP',  'TIMESTAMP',  'STRING',        'STRING',       'STRING',    'TIMESTAMP',   'STRING',    'TIMESTAMP',   'STRING',   'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING'          ))
  (data ('f29ae0fbabb44ab697e9e7681fc4cae9b7894cea518f45b787d5dddab638b39c','1','2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','测试','2016-11-03 11:09:01.0',NULL,NULL,NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-03 11:09:02.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 11:09:02.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f91ce93d23a740d2922b75112bab5d309d9af33eee55432ea3acb9a90d78ca68','9bd72235eef340c29e27cad4ad6e93c32bf121d49c2248978f24d0ec7725782b','c27937f4926b4983be7d5633c60d1f1c05c3faae49964052835f6b9ea9d4ddc8','11','2016-11-03 14:23:55.0',NULL,NULL,NULL,'admin','2016-11-03 14:23:55.0','admin','2016-11-03 14:23:55.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b924a46641814fd2aafea3d5c6c529e67c1c3da859b24ad8a383f189391b65af','472f91d58681495b914f83f297ca4704171ee04568794bf78ae567a19cd5c1f0','2132940b8d9941a1b498963080d0054ae96e2e4d74fb47288e41e17fa40aae85','添加进去','2016-11-03 14:28:45.0',NULL,NULL,NULL,'admin','2016-11-03 14:28:45.0','admin','2016-11-03 14:28:45.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL))
  (rows 3))

(tabledump 'T_DGAP_ALERT_RECEIPT'
  (file-encoding 'UTF-8')
  (dump-version 1 1)
  (henplus-version '0.9.5')
  (time '2017-01-20 13:58:17.143')
  (database-info 'Oracle - Oracle Database 11g Enterprise Edition Release 11.2.0.1.0 - 64bit Production
With the Partitioning, OLAP, Data Mining and Real Application Testing options')
  (meta ('ID',     'ALERT_ID', 'RECEIPT_BY', 'CREATE_BY', 'CREATE_TIME', 'UPDATE_BY', 'UPDATE_TIME', 'DEL_FLAG', 'RESERVED_FIELD1', 'RESERVED_FIELD2', 'RESERVED_FIELD3', 'RESERVED_FIELD4', 'RESERVED_FIELD5', 'RESERVED_FIELD6', 'RESERVED_FIELD7', 'RESERVED_FIELD8', 'RESERVED_FIELD9', 'RESERVED_FIELD10', 'RESERVED_FIELD11', 'RESERVED_FIELD12', 'RESERVED_FIELD13', 'RESERVED_FIELD14', 'RESERVED_FIELD15', 'RESERVED_FIELD16', 'RESERVED_FIELD17', 'RESERVED_FIELD18', 'RESERVED_FIELD19', 'RESERVED_FIELD20')
	('STRING', 'STRING',   'STRING',     'STRING',    'TIMESTAMP',   'STRING',    'TIMESTAMP',   'STRING',   'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING'          ))
  (data ('1b1aefec9dde41f69a8804e8aa1d284ba67e1ea94629484283d71b145c48008f','547448142edd47bcb584cc4eea5ff2a09e2a57725b8a4550acabab828b144475','xx','admin','2016-11-04 15:28:59.0','admin','2016-11-04 15:28:59.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b5b5e37bf4fe42038ab2f343dc6c8b48d3e9c84e9d9e4b3f8406a50d3ed4f606','84941d3580eb4f859d87810dea323a0cba6db575d1af4ecaa8cbc9367509b2ab','xx','admin','2016-11-07 10:08:57.0','admin','2016-11-07 10:08:57.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('66d4548f5f6d4582b8f0ce7f5c56d17200bad775b2a94d28899b77659610b7f9','a2db946c150b448e8b86b378a9f3c0ce85096a6f9a74496299e95a47229f2e2a','xx2','admin','2016-11-07 10:18:50.0','admin','2016-11-07 10:18:50.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b75b9c210dec4c6bafae65e1d501b2e6028df7a1ef834de48302497cca014191','809cf8025e0d473e85aba3604a8464a4e25641ad2dde47709e56d156573ee616','xx2','admin','2016-11-07 10:34:18.0','admin','2016-11-07 10:34:18.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('8248647e1f6244009b393a2934769fa571c1193a437a46eb95ec96b937b53cb9','09c3a76b43c34ee0802db4c4b50faac93cfc32733e1546c087991fd535d2f168','xx','admin','2016-11-08 11:19:11.0','admin','2016-11-08 11:19:11.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d3a0a0ebed6d4b17afaacb27d5c530bf746e212745284619848f666cdc3a2e5e','2e73c55541744b9bbdc97fe81389be0568713214fc9d43f3b2cc599f9223b285','xx2','admin','2016-11-08 11:19:11.0','admin','2016-11-08 11:19:11.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('07a1704b3cef4e228fa1860c5057be7fb7203d9320dc4fc591498e5c8555c4ba','02807881cd524a8bafe392712cfea313369ab5a3c9dc4c61bfad8267d746d452','xx','admin','2016-11-08 11:19:23.0','admin','2016-11-08 11:19:23.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('adf28d792f8b4f89917e2c17914cad1b0ebd84c09fa84f11a66f8e1b34ab20e8','271e91015d7a494084cb775bc88a08aba3cebc30b9bc44f4bb81b08ecd25d5e5','xx2','admin','2016-11-08 11:19:23.0','admin','2016-11-08 11:19:23.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('abb1ead5997348d4826e7b0138721b934ae8fcb8a7ae45f8b9ac34f5215cc0df','cd714eee31a540ee882e747a2c31ceba20db1a6d20ec40e8af916248c20b235a','xx2','admin','2016-11-08 11:35:36.0','admin','2016-11-08 11:35:36.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('9e7938dc0b1b4dca9c8a8cfdd4c80d4b118987e2a833485aa405278cbb7d7d0a','0bd91467948e48c1b135d6f55d8ea80937ee7d692bdd46e096362b8c6ba1afc5','xx','admin','2016-11-11 00:22:31.0','admin','2016-11-11 00:22:31.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('fa216d4d78b34e639cd6fabe6682563a823269b8fff2441b94e3e5b47f18faae','0bd91467948e48c1b135d6f55d8ea80937ee7d692bdd46e096362b8c6ba1afc5','xx2','admin','2016-11-11 00:22:31.0','admin','2016-11-11 00:22:31.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('586e3f5b96ba4e28aaffb98b2d75a089be11ea4fe23544d4962c79f000f83955','656f83e390cd44ba97525f868ccc92b053f2139f56bf48418129107ee4b9cb5c','xx','admin','2016-11-11 17:06:00.0','admin','2016-11-11 17:06:00.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('da20a4f9d01040279c0a80afb556eb46c7e83040b383480c9c3889b8dd6901c5','1b7e0a44d75a4556b6fbd8e625238d29ddcb7653fe434673925142f5dc1d0ba2','05b92005112d4882bfc6c69cfb293cbc5f28e9002aa24b109afa70a974e5944e','admin','2017-01-11 13:44:31.0','admin','2017-01-11 13:44:31.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('ad130e1d39bb4785a6b98bf579a120f49a954e7220a640869a78dbf9c5f9c500','b5189eb8e89d43d7ac3b52579140a4fdfbb807a098df4278bb596207b01c3bce','05b92005112d4882bfc6c69cfb293cbc5f28e9002aa24b109afa70a974e5944e','admin','2017-01-11 13:44:31.0','admin','2017-01-11 13:44:31.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('04725c468df84dff9cb59b2f50a1afc2a145b96c49004e52af37db311059071e','1b7e0a44d75a4556b6fbd8e625238d29ddcb7653fe434673925142f5dc1d0ba2','884779e128fb477d948a88d138e8f9727d2bd7d37a89411b9c302e5ed402ad64','admin','2017-01-11 13:44:32.0','admin','2017-01-11 13:44:32.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('e2f04dbad57541e69b4c7d98ef9b368f9ea776e76fda4db9b8db398dd3bb7d05','b5189eb8e89d43d7ac3b52579140a4fdfbb807a098df4278bb596207b01c3bce','884779e128fb477d948a88d138e8f9727d2bd7d37a89411b9c302e5ed402ad64','admin','2017-01-11 13:44:32.0','admin','2017-01-11 13:44:32.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('82b867028e424f9db6aee8681408308ad684af9229be416e88fc2fa25ab7a581','08c8489028a94ddf9511cd3008a0dc83a60a42d7c49c4460b0b7068ddbe80d3c','05b92005112d4882bfc6c69cfb293cbc5f28e9002aa24b109afa70a974e5944e','admin','2017-01-11 13:48:33.0','admin','2017-01-11 13:48:33.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('cf4c9cb1d4154852bd3925d40060d26ed660c6de1147428fbf00703facca9145','08c8489028a94ddf9511cd3008a0dc83a60a42d7c49c4460b0b7068ddbe80d3c','259aba4c0105462994cfd55cabfb3575ffad69cbf88340a7af81f9ecefc5fc27','admin','2017-01-11 13:48:33.0','admin','2017-01-11 13:48:33.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('dbb9c6d40409404abeb06f89ac2afbda806c7a8b6d64479393fb89fd2e586060','54079e2ed50c40769e115f17967b72ff30f8cd5fe555496882a30f5816282653','05b92005112d4882bfc6c69cfb293cbc5f28e9002aa24b109afa70a974e5944e','admin','2017-01-11 15:27:32.0','admin','2017-01-11 15:27:32.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('76fa491574274a4480987cd754b1593f5cd4b5a582a046fcbe258455c450fad5','54079e2ed50c40769e115f17967b72ff30f8cd5fe555496882a30f5816282653','884779e128fb477d948a88d138e8f9727d2bd7d37a89411b9c302e5ed402ad64','admin','2017-01-11 15:27:32.0','admin','2017-01-11 15:27:32.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('fb6405f442bf4484b5d387518785f8e0f356462361744804888c1985abcc63cf','caf709193ea94cd8af7ba7df36949fd8a2d2f423c54c4087855a176f88866a19','xx2','admin','2016-11-04 11:06:07.0','admin','2016-11-04 11:06:07.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('097d264f41bf47f99065cc0f89460df8a038159b5a3e4ebb8dbcc1ecdfa1e3dd','37ad3d66e49548e5b541d7d31105fbee212537d3dda34687a1110bc4291d0f80','xx2','admin','2016-11-07 14:53:58.0','admin','2016-11-07 14:53:58.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('4a4e35d6db5245ab984cbcae435b7d755267203ce7164fba86aac40ebdb7d2cc','0a524266df1b4ed7ac7084b22d2959cda19df4144b8d4b6f91641b1e9845e501','xx',NULL,'2016-11-08 16:15:43.0',NULL,'2016-11-08 16:15:43.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7288b05d94a445039d28dbf2cee281e492db3d626ee14b65851facfdc4d6b31b','2de232f289564afebe49a5f4d9933cd3e9005d94a65648e89deeaee70fd7275a','xx',NULL,'2016-11-08 16:20:36.0',NULL,'2016-11-08 16:20:36.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7f7b161bd2c0429481f0acad2c25edac01b85e92e01e420e97cec9ff8959cb33','2de232f289564afebe49a5f4d9933cd3e9005d94a65648e89deeaee70fd7275a','xx2',NULL,'2016-11-08 16:20:36.0',NULL,'2016-11-08 16:20:36.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b8d4f43720a846e8bc3d0906ca6b85f5b260940912c84f16a33c4b567c5eedb8','e68160f095404a85896c8c13499fe6c7191030cc091044dd8b28807d37921052','xx',NULL,'2016-11-08 16:39:30.0',NULL,'2016-11-08 16:39:30.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('07e9aa62470f4722b40c580cb6939c00c18c18c778db4931bdf25c4e22714450','e68160f095404a85896c8c13499fe6c7191030cc091044dd8b28807d37921052','xx2',NULL,'2016-11-08 16:39:30.0',NULL,'2016-11-08 16:39:30.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('e46d21b65b9a4dd09a0a7cfbac4d830e9d932944f27a4870b7e98d6605c70dc3','fdc4bf09fdd04312959d8eb388235ac794f958c67b494dd19e983ae8eb142b0c','xx',NULL,'2016-11-08 16:40:23.0',NULL,'2016-11-08 16:40:23.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b057a7c8570040e5bb111895c96fa2df25f5e0a0257746269f14a5f7f9d9b9eb','fdc4bf09fdd04312959d8eb388235ac794f958c67b494dd19e983ae8eb142b0c','xx2',NULL,'2016-11-08 16:40:23.0',NULL,'2016-11-08 16:40:23.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a211111adfcb42f3927e05e2f4a6b039a1bb61bad0dd450cbe4bcb1a846cabed','1e0d267d43cf46c193dd3fb0e1295437dc22d1b16f2746579153f2ab3bd46e6b','xx',NULL,'2016-11-08 16:48:21.0',NULL,'2016-11-08 16:48:21.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('521f1cdf4c3d4c8797e9e8e4e989d213a4471f5f2d0541108f4caeaac131e1a8','1e0d267d43cf46c193dd3fb0e1295437dc22d1b16f2746579153f2ab3bd46e6b','xx2',NULL,'2016-11-08 16:48:21.0',NULL,'2016-11-08 16:48:21.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('61980fa5dabc48ce81eee496fe7f3c7525b7898bbf1543ad8eeffe6827de5f66','4156156b78c0448abbae20a26ac4fdbdc70fefbc3fad493e91fb6f3d61fd3e15','xx',NULL,'2016-11-09 16:57:11.0',NULL,'2016-11-09 16:57:11.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('5b89a366e77a43f9905b4ebf0d1f34803fb17df3eaae462b8dbdd46342873b18','4156156b78c0448abbae20a26ac4fdbdc70fefbc3fad493e91fb6f3d61fd3e15','xx2',NULL,'2016-11-09 16:57:11.0',NULL,'2016-11-09 16:57:11.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('50325d1471c34e8baae872803e7ddb1c315462b42b7149c4a070d31710376d81','d76cb5c7a1464324b255b75ac5d6b781451747dfb92644d89734fcfea709dd9d','xx2','admin','2016-11-08 13:48:31.0','admin','2016-11-08 13:48:31.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('1463a5b7c7cb49cbb109fc230845bf4999c2049438d54f978120c50dccfa114a','729fe40e153e4f8f860d111a66c998b7779bdcfa9654420690b15cdfcc2cd565','xx','admin','2016-11-09 17:31:45.0','admin','2016-11-09 17:31:45.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('c160fa4c836f4835b24eed466a2b0a96251a0cbaf0514b948f9e6c783a30c9fc','729fe40e153e4f8f860d111a66c998b7779bdcfa9654420690b15cdfcc2cd565','xx2','admin','2016-11-09 17:31:45.0','admin','2016-11-09 17:31:45.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('bdde1a01e29f4ea79d2cfcf632c93477e7fae3adc8f84fe0aae3e2d5a90a0017','929c3b9cbe7c44c481ff559169c92e7c7c3c825559b74532a7a6f26c1af9e59a','xx','admin','2016-11-10 09:19:25.0','admin','2016-11-10 09:19:25.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
